Tenure,NumOfProducts,HasCrCard,IsActiveMember,SatisfactionScore,GenderBinary,SurnameOrd,CardTypeOrd,CountryOrd,CreditScore,Age,Balance,EstimatedSalary,PointsEarned,TenurePoints,CardProducts,SatisfactionProducts,AgeProducts,BalanceCredit,ClusterKMeans,ClusterBGM
5,2,1,0,5,0,0.0,3.0,3,502,33,174673.65,33300.56,419,0.011933174224343675,1.5,2.5,16.5,347.9554780876494,0,1
1,1,0,1,2,0,0.0,3.0,3,551,50,121399.98,84508.44,713,0.001402524544179523,3.0,2.0,50.0,220.32664246823956,0,2
3,1,1,1,2,0,0.0,3.0,1,643,34,83132.09,21360.88,893,0.0033594624860022394,3.0,2.0,34.0,129.28785381026438,0,2
0,1,1,0,2,0,0.0,1.0,1,540,37,120825.7,28257.89,540,0.0,1.0,2.0,37.0,223.7512962962963,0,2
10,2,1,0,2,0,0.0,1.0,1,690,36,0.0,55902.93,876,0.01141552511415525,0.5,1.0,18.0,0.0,1,3
9,2,0,0,3,0,0.0,2.0,2,532,43,0.0,190573.91,559,0.016100178890876567,1.0,1.5,21.5,0.0,1,3
3,1,0,0,3,0,0.0,3.0,1,619,38,96143.47,98994.92,759,0.003952569169960474,3.0,3.0,38.0,155.32063004846526,0,2
7,2,1,1,1,1,0.0,1.0,1,616,44,193213.02,137392.77,364,0.019230769230769232,0.5,0.5,22.0,313.65749999999997,0,1
3,2,1,1,2,1,9.0,0.0,1,734,39,92636.96,125671.29,659,0.004552352048558422,0.0,1.0,19.5,126.20839237057221,1,1
8,2,1,0,2,1,0.0,0.0,3,708,42,192390.52,823.36,307,0.026058631921824105,0.0,1.0,21.0,271.73802259887003,0,1
4,1,1,0,3,0,0.0,1.0,3,647,51,131156.76,29883.63,531,0.007532956685499058,1.0,3.0,51.0,202.7152395672334,0,2
7,1,1,1,2,1,0.0,1.0,1,521,34,70731.07,20243.97,773,0.009055627425614488,1.0,2.0,34.0,135.76021113243763,0,2
9,1,0,0,4,0,0.0,1.0,3,504,56,104217.3,55857.48,359,0.025069637883008356,1.0,4.0,56.0,206.78035714285716,0,2
8,2,1,0,5,0,0.0,1.0,1,790,20,0.0,168152.76,425,0.018823529411764704,0.5,2.5,10.0,0.0,1,3
4,1,0,1,2,0,0.0,3.0,2,681,59,122781.51,140166.95,401,0.00997506234413965,3.0,2.0,59.0,180.29590308370044,0,2
9,2,1,1,3,1,0.0,1.0,3,732,61,94867.18,157527.6,507,0.01775147928994083,0.5,1.5,30.5,129.59997267759562,0,1
8,1,1,1,2,1,0.0,1.0,1,739,27,98926.4,106969.98,474,0.016877637130801686,1.0,2.0,27.0,133.86522327469552,0,2
9,1,0,0,5,1,0.0,3.0,3,792,59,101609.77,161479.19,779,0.011553273427471117,3.0,5.0,59.0,128.29516414141415,0,2
5,2,1,1,1,0,0.0,3.0,2,709,38,0.0,81452.29,649,0.007704160246533128,1.5,0.5,19.0,0.0,1,3
5,2,1,1,2,1,0.0,2.0,1,655,56,0.0,41782.7,979,0.005107252298263534,1.0,1.0,28.0,0.0,1,3
5,2,1,1,2,0,0.0,3.0,2,602,34,0.0,77414.45,743,0.006729475100942127,1.5,1.0,17.0,0.0,1,3
3,2,0,1,5,1,0.0,2.0,1,655,28,113811.85,76844.23,890,0.0033707865168539327,1.0,2.5,14.0,173.75854961832061,0,1
3,1,1,0,2,0,0.0,0.0,3,547,41,151191.31,175295.89,945,0.0031746031746031746,0.0,2.0,41.0,276.4009323583181,0,2
8,2,1,1,1,0,0.0,1.0,3,595,32,131081.66,69428.79,972,0.00823045267489712,0.5,0.5,16.0,220.30531092436976,0,1
1,2,1,1,5,0,0.0,1.0,2,621,32,0.0,168779.47,781,0.0012804097311139564,0.5,2.5,16.0,0.0,1,3
8,1,1,1,4,1,0.0,1.0,3,736,36,103914.17,110035.88,666,0.012012012012012012,1.0,4.0,36.0,141.18773097826087,0,2
9,1,1,0,3,0,0.0,3.0,2,432,42,152603.45,110265.24,437,0.020594965675057208,3.0,3.0,42.0,353.24872685185187,0,2
5,1,1,1,2,1,0.0,3.0,2,657,41,95858.37,68255.88,529,0.00945179584120983,3.0,2.0,41.0,145.9031506849315,0,2
3,2,0,0,1,1,0.0,3.0,3,666,36,129118.5,139435.12,940,0.0031914893617021275,1.5,0.5,18.0,193.8716216216216,0,1
7,2,1,0,4,0,0.0,3.0,1,523,34,0.0,62030.06,566,0.012367491166077738,1.5,2.0,17.0,0.0,1,3
9,1,1,0,1,0,0.0,1.0,2,691,30,0.0,49594.02,789,0.011406844106463879,1.0,1.0,30.0,0.0,1,3
1,1,1,1,5,0,0.0,0.0,3,427,42,75681.52,57098.0,418,0.0023923444976076554,0.0,5.0,42.0,177.240093676815,0,2
3,1,0,0,1,0,0.0,1.0,1,569,35,116969.35,94488.82,413,0.007263922518159807,1.0,1.0,35.0,205.5700351493849,0,2
6,2,0,1,2,0,0.0,0.0,1,815,28,0.0,185547.71,276,0.021739130434782608,0.0,1.0,14.0,0.0,1,3
1,1,1,1,4,0,0.0,3.0,3,850,29,154640.41,164039.51,838,0.0011933174224343676,3.0,4.0,29.0,181.92989411764705,0,2
1,1,1,1,4,1,0.0,0.0,2,577,46,0.0,158750.53,800,0.00125,0.0,4.0,46.0,0.0,1,3
4,2,1,1,2,0,0.0,1.0,3,705,41,72252.64,142514.66,710,0.005633802816901409,0.5,1.0,20.5,102.48601418439716,1,1
5,2,1,1,3,0,0.0,2.0,2,575,40,0.0,122488.59,251,0.0199203187250996,1.0,1.5,20.0,0.0,1,3
5,2,1,1,5,1,0.0,0.0,2,717,36,0.0,145551.6,412,0.012135922330097087,0.0,2.5,18.0,0.0,1,3
4,2,1,1,3,0,0.0,1.0,2,731,33,0.0,74945.11,383,0.010443864229765013,0.5,1.5,16.5,0.0,1,3
5,2,1,0,2,1,0.0,3.0,2,776,31,0.0,92647.94,597,0.008375209380234505,1.5,1.0,15.5,0.0,1,3
5,1,0,1,5,0,0.0,1.0,1,516,50,0.0,146145.93,509,0.009823182711198428,1.0,5.0,50.0,0.0,1,3
9,1,1,1,4,1,0.0,2.0,3,562,31,117153.0,108675.01,759,0.011857707509881422,2.0,4.0,31.0,208.4572953736655,0,2
7,1,1,0,5,0,0.0,0.0,2,709,37,0.0,159486.76,981,0.007135575942915392,0.0,5.0,37.0,0.0,1,3
7,2,1,1,3,1,0.0,0.0,2,529,31,0.0,175697.87,578,0.012110726643598616,0.0,1.5,15.5,0.0,1,3
6,1,0,1,1,1,0.0,2.0,2,704,40,95452.89,179964.55,701,0.008559201141226819,2.0,1.0,40.0,135.58649147727272,0,2
5,1,0,1,1,1,0.0,2.0,2,466,36,119540.15,80603.99,513,0.009746588693957114,2.0,1.0,36.0,256.5239270386266,0,2
3,2,1,0,4,0,0.0,1.0,1,631,23,0.0,13813.24,234,0.01282051282051282,0.5,2.0,11.5,0.0,1,3
8,2,1,1,5,0,0.0,3.0,2,725,31,0.0,59650.42,594,0.013468013468013467,1.5,2.5,15.5,0.0,1,3
1,1,1,0,4,1,0.0,3.0,1,655,36,135515.76,86013.96,779,0.0012836970474967907,3.0,4.0,36.0,206.8942900763359,0,2
7,1,1,1,4,0,0.0,0.0,2,811,31,117799.28,182372.35,885,0.007909604519774011,0.0,4.0,31.0,145.2518865598027,0,2
6,1,1,0,3,0,0.0,3.0,2,641,65,38340.02,32607.77,537,0.0111731843575419,3.0,3.0,65.0,59.812823712948514,0,2
3,1,1,0,5,1,0.0,0.0,2,548,36,0.0,65996.9,409,0.007334963325183374,0.0,5.0,36.0,0.0,1,3
8,2,1,0,2,0,0.0,1.0,1,665,41,0.0,132152.32,251,0.03187250996015936,0.5,1.0,20.5,0.0,1,3
2,2,1,0,2,0,0.0,0.0,2,703,36,0.0,108790.95,433,0.004618937644341801,0.0,1.0,18.0,0.0,1,3
9,2,0,1,4,0,0.0,1.0,2,759,41,0.0,190294.12,498,0.018072289156626505,0.5,2.0,20.5,0.0,1,3
3,1,0,1,5,0,0.0,2.0,1,621,50,163085.79,131048.36,710,0.004225352112676056,2.0,5.0,50.0,262.6180193236715,0,2
8,2,1,0,4,1,0.0,1.0,3,773,42,152324.66,171733.22,628,0.012738853503184714,0.5,2.0,21.0,197.0564812419146,0,1
4,2,1,1,1,0,0.0,1.0,2,711,64,0.0,3185.67,949,0.004214963119072708,0.5,0.5,32.0,0.0,1,3
0,2,1,0,3,1,0.0,1.0,2,792,42,99045.93,47160.01,758,0.0,0.5,1.5,21.0,125.05799242424241,0,1
1,2,1,0,2,1,0.0,0.0,3,699,41,200117.76,94142.35,706,0.00141643059490085,0.0,1.0,20.5,286.2915021459228,0,1
9,2,1,1,3,0,0.0,1.0,2,726,31,0.0,106117.3,624,0.014423076923076924,0.5,1.5,15.5,0.0,1,3
2,2,1,1,5,0,0.0,3.0,2,668,72,0.0,70783.61,658,0.00303951367781155,1.5,2.5,36.0,0.0,1,3
5,1,1,1,5,1,0.0,0.0,1,520,63,162278.32,34765.33,998,0.00501002004008016,0.0,5.0,63.0,312.07369230769234,0,2
6,1,1,0,1,1,0.0,0.0,2,798,60,96956.1,31907.44,703,0.008534850640113799,0.0,1.0,60.0,121.49887218045113,0,2
8,3,1,0,5,1,0.0,2.0,1,709,37,0.0,71738.56,277,0.02888086642599278,0.6666666666666666,1.6666666666666667,12.333333333333334,0.0,1,3
0,1,0,1,3,1,9.0,0.0,3,502,42,132002.7,28204.98,403,0.0,0.0,3.0,42.0,262.9535856573705,0,2
1,1,1,1,1,0,0.0,2.0,2,780,34,0.0,64804.04,885,0.0011299435028248588,2.0,1.0,34.0,0.0,1,3
2,3,1,0,3,1,0.0,2.0,1,605,57,0.0,66652.75,502,0.00398406374501992,0.6666666666666666,1.0,19.0,0.0,1,3
7,1,1,1,5,1,0.0,0.0,1,560,27,124995.98,114669.79,457,0.015317286652078774,0.0,5.0,27.0,223.20710714285713,0,2
3,1,1,1,4,0,0.0,0.0,2,765,51,123372.3,115429.32,259,0.011583011583011582,0.0,4.0,51.0,161.27098039215687,0,2
0,1,1,1,4,0,0.0,2.0,1,694,39,107042.74,102284.2,297,0.0,2.0,4.0,39.0,154.24025936599423,0,2
9,1,1,1,2,1,0.0,1.0,3,622,52,111973.97,162756.29,918,0.00980392156862745,1.0,2.0,52.0,180.02245980707394,0,2
7,1,0,0,4,0,0.0,0.0,2,623,28,0.0,129526.57,223,0.03139013452914798,0.0,4.0,28.0,0.0,1,3
2,2,1,0,4,0,0.0,3.0,2,629,39,129669.32,82774.07,716,0.002793296089385475,1.5,2.0,19.5,206.15154213036567,0,1
3,1,0,1,5,1,0.0,0.0,2,490,37,116465.53,24435.77,645,0.004651162790697674,0.0,5.0,37.0,237.6847551020408,0,2
9,3,1,0,3,1,0.0,2.0,3,650,45,152367.21,150835.21,760,0.011842105263157895,0.6666666666666666,1.0,15.0,234.4110923076923,1,0
8,2,1,1,4,0,0.0,1.0,2,599,34,0.0,174196.68,524,0.015267175572519083,0.5,2.0,17.0,0.0,1,3
8,1,0,1,5,0,0.0,3.0,2,559,45,24043.45,169781.45,851,0.009400705052878966,3.0,5.0,45.0,43.011538461538464,1,2
4,1,1,0,4,1,0.0,3.0,2,770,33,0.0,26080.54,577,0.006932409012131715,3.0,4.0,33.0,0.0,1,3
5,1,1,0,1,0,0.0,2.0,2,491,33,83134.3,187946.55,686,0.007288629737609329,2.0,1.0,33.0,169.3162932790224,0,2
2,1,1,0,2,1,0.0,3.0,3,637,46,143500.82,166996.46,372,0.005376344086021506,3.0,2.0,46.0,225.27601255886972,0,2
7,2,0,1,5,1,0.0,1.0,2,802,39,120145.96,59497.01,327,0.021406727828746176,0.5,2.5,19.5,149.8079301745636,0,1
6,1,1,0,3,1,0.0,0.0,2,590,60,147751.75,88206.04,289,0.020761245674740483,0.0,3.0,60.0,250.42669491525425,0,2
3,1,0,1,4,1,0.0,1.0,2,540,40,165298.12,199862.75,656,0.004573170731707317,1.0,4.0,40.0,306.1076296296296,0,2
8,2,0,0,3,0,0.0,1.0,1,556,38,0.0,417.41,632,0.012658227848101266,0.5,1.5,19.0,0.0,1,3
7,1,0,1,5,0,0.0,0.0,1,630,41,107511.52,46156.87,419,0.016706443914081145,0.0,5.0,41.0,170.65320634920636,0,2
7,2,0,0,2,1,0.0,0.0,2,512,31,0.0,49326.07,538,0.013011152416356878,0.0,1.0,15.5,0.0,1,3
4,1,0,0,2,1,0.0,3.0,2,446,51,105056.13,70613.52,731,0.005471956224350205,3.0,2.0,51.0,235.5518609865471,0,2
8,1,0,0,5,0,0.0,1.0,3,725,45,116917.07,173464.43,489,0.016359918200409,1.0,5.0,45.0,161.26492413793105,0,2
7,2,1,0,4,1,0.0,0.0,3,671,47,114603.76,153194.32,499,0.014028056112224449,0.0,2.0,23.5,170.79546944858419,0,1
4,1,1,1,3,0,0.0,0.0,2,601,38,60013.81,38020.05,895,0.004469273743016759,0.0,3.0,38.0,99.85658901830283,0,2
10,2,1,0,5,0,0.0,1.0,2,737,45,0.0,1364.54,531,0.018832391713747645,0.5,2.5,22.5,0.0,1,3
2,1,1,0,2,0,0.0,1.0,1,659,60,0.0,177480.45,365,0.005479452054794521,1.0,2.0,60.0,0.0,1,3
10,2,1,1,3,0,0.0,2.0,2,602,32,0.0,116052.92,592,0.016891891891891893,1.0,1.5,16.0,0.0,1,3
2,2,1,1,5,0,0.0,2.0,2,485,41,100254.76,12706.67,849,0.002355712603062426,1.0,2.5,20.5,206.71084536082472,0,1
9,1,0,1,3,0,0.0,1.0,3,749,47,110022.74,135655.29,634,0.014195583596214511,1.0,3.0,47.0,146.8928437917223,0,2
6,1,1,0,4,1,0.0,0.0,3,668,37,167864.4,115638.29,529,0.011342155009451797,0.0,4.0,37.0,251.2940119760479,0,2
7,2,1,0,4,1,0.0,0.0,1,597,26,0.0,110253.2,235,0.029787234042553193,0.0,2.0,13.0,0.0,1,3
3,2,1,1,2,0,0.0,2.0,2,714,35,0.0,95623.28,253,0.011857707509881422,1.0,1.0,17.5,0.0,1,3
8,2,0,1,5,1,0.0,3.0,1,695,31,0.0,131644.41,941,0.008501594048884165,1.5,2.5,15.5,0.0,1,3
2,2,1,1,1,0,0.0,0.0,1,551,76,128410.71,181718.73,716,0.002793296089385475,0.0,0.5,38.0,233.05029038112525,0,1
1,1,1,1,4,1,0.0,2.0,3,645,31,128927.93,2850.01,847,0.0011806375442739079,2.0,4.0,31.0,199.88826356589146,0,2
7,1,1,0,2,0,0.0,2.0,2,664,40,125608.72,122073.48,458,0.015283842794759825,2.0,2.0,40.0,189.16975903614457,0,2
1,2,1,1,2,1,0.0,3.0,3,724,53,139687.66,12913.92,371,0.0026954177897574125,1.5,1.0,26.5,192.93875690607734,0,1
1,1,1,1,1,0,0.0,2.0,2,551,42,50194.59,23399.58,621,0.001610305958132045,2.0,1.0,42.0,91.09725952813066,0,2
6,1,1,0,2,0,0.0,0.0,2,646,36,124445.52,88481.32,621,0.00966183574879227,0.0,2.0,36.0,192.6401238390093,0,2
6,2,1,1,3,0,0.0,1.0,3,724,36,94615.11,10627.21,607,0.009884678747940691,0.5,1.5,18.0,130.68385359116022,1,1
5,2,1,1,4,0,0.0,1.0,2,644,31,0.0,41872.17,782,0.00639386189258312,0.5,2.0,15.5,0.0,1,3
1,1,1,0,3,1,0.0,3.0,2,636,38,0.0,45015.38,360,0.002777777777777778,3.0,3.0,38.0,0.0,1,3
9,2,1,1,2,1,0.0,1.0,3,628,30,132351.29,74169.13,736,0.012228260869565218,0.5,1.0,15.0,210.7504617834395,0,1
1,2,0,1,4,1,0.0,2.0,2,718,41,0.0,27509.52,982,0.0010183299389002036,1.0,2.0,20.5,0.0,1,3
5,2,1,0,5,1,0.0,3.0,2,635,33,0.0,122949.71,977,0.00511770726714432,1.5,2.5,16.5,0.0,1,3
6,1,0,0,1,0,0.0,1.0,2,645,42,0.0,149807.01,750,0.008,1.0,1.0,42.0,0.0,1,3
9,3,1,0,4,0,0.0,2.0,3,747,37,135776.36,85470.45,965,0.00932642487046632,0.6666666666666666,1.3333333333333333,12.333333333333334,181.7621954484605,1,0
5,1,1,1,5,0,0.0,3.0,2,771,32,62321.62,40920.59,626,0.007987220447284345,3.0,5.0,32.0,80.83219195849546,0,2
8,1,1,1,2,1,0.0,0.0,2,786,62,0.0,165702.64,765,0.01045751633986928,0.0,2.0,62.0,0.0,1,3
8,2,1,0,4,0,0.0,0.0,1,598,44,0.0,148487.9,909,0.0088008800880088,0.0,2.0,22.0,0.0,1,3
2,1,1,0,5,1,0.0,2.0,2,712,27,133009.51,126809.15,584,0.003424657534246575,2.0,5.0,27.0,186.8111095505618,0,2
8,1,1,0,4,1,0.0,0.0,1,500,47,128486.11,179227.12,641,0.0124804992199688,0.0,4.0,47.0,256.97222,0,2
3,1,1,1,2,0,0.0,3.0,1,738,35,0.0,15650.73,766,0.0039164490861618795,3.0,2.0,35.0,0.0,1,3
0,2,1,0,4,1,0.0,2.0,2,601,38,0.0,165196.65,657,0.0,1.0,2.0,19.0,0.0,1,3
4,1,1,1,4,1,0.0,0.0,3,679,30,77949.69,121151.46,791,0.0050568900126422255,0.0,4.0,30.0,114.80072164948454,0,2
4,1,1,0,4,0,0.0,1.0,2,736,43,202443.47,72375.03,494,0.008097165991902834,1.0,4.0,43.0,275.0590625,0,2
4,2,0,0,3,0,0.0,3.0,2,673,37,0.0,163563.07,333,0.012012012012012012,1.5,1.5,18.5,0.0,1,3
4,2,1,1,4,1,0.0,1.0,2,672,43,92599.55,167336.78,274,0.014598540145985401,0.5,2.0,21.5,137.7969494047619,1,1
2,1,1,1,3,0,0.0,0.0,3,558,41,124227.14,111184.67,476,0.004201680672268907,0.0,3.0,41.0,222.62928315412185,0,2
2,2,1,0,5,1,0.0,2.0,1,667,39,0.0,40721.24,308,0.006493506493506494,1.0,2.5,19.5,0.0,1,3
1,1,1,1,2,0,0.0,2.0,2,483,27,77805.66,2101.89,279,0.0035842293906810036,2.0,2.0,27.0,161.08832298136647,0,2
10,2,1,0,3,0,0.0,3.0,2,552,29,0.0,12186.83,333,0.03003003003003003,1.5,1.5,14.5,0.0,1,3
7,1,1,1,1,0,0.0,3.0,2,534,29,174851.9,79178.31,342,0.02046783625730994,3.0,1.0,29.0,327.4380149812734,0,2
9,1,1,0,5,1,0.0,1.0,2,688,54,0.0,191212.63,746,0.012064343163538873,1.0,5.0,54.0,0.0,1,3
3,1,1,0,3,0,0.0,0.0,2,513,40,141004.46,105028.46,904,0.00331858407079646,0.0,3.0,40.0,274.86249512670565,0,2
3,1,1,1,1,1,0.0,1.0,3,582,40,110150.43,191757.65,686,0.004373177842565598,1.0,1.0,40.0,189.26190721649482,0,2
10,2,1,1,3,0,0.0,0.0,2,617,74,0.0,53949.98,957,0.01044932079414838,0.0,1.5,37.0,0.0,1,3
5,1,0,1,3,0,0.0,0.0,1,792,36,92140.15,67468.67,328,0.01524390243902439,0.0,3.0,36.0,116.33857323232323,0,2
2,2,1,0,2,0,9.0,3.0,2,793,32,0.0,193817.63,442,0.004524886877828055,1.5,1.0,16.0,0.0,1,3
7,1,1,0,5,0,0.0,1.0,1,528,23,104744.89,170262.97,517,0.013539651837524178,1.0,5.0,23.0,198.3804734848485,0,2
2,1,1,0,4,0,0.0,0.0,3,666,33,124125.26,81884.8,459,0.004357298474945534,0.0,4.0,33.0,186.37426426426427,0,2
3,1,1,0,4,1,0.0,2.0,1,560,26,116576.45,157567.37,440,0.006818181818181818,2.0,4.0,26.0,208.17223214285713,0,2
2,1,0,0,5,0,0.0,2.0,2,562,42,100238.35,86797.41,709,0.0028208744710860366,2.0,5.0,42.0,178.36005338078292,0,2
9,2,1,1,4,0,0.0,0.0,2,667,36,0.0,40062.29,472,0.019067796610169493,0.0,2.0,18.0,0.0,1,3
9,2,1,1,3,0,0.0,1.0,2,611,64,0.0,53277.15,483,0.018633540372670808,0.5,1.5,32.0,0.0,1,3
6,1,1,0,5,0,0.0,0.0,1,542,43,113567.94,89543.25,237,0.02531645569620253,0.0,5.0,43.0,209.5349446494465,0,2
4,2,1,1,5,0,0.0,3.0,3,711,34,133467.77,42976.64,267,0.0149812734082397,1.5,2.5,17.0,187.71838255977494,0,1
5,1,0,0,5,0,0.0,2.0,2,650,37,106967.18,24495.03,652,0.007668711656441718,2.0,5.0,37.0,164.5648923076923,0,2
4,1,0,1,4,1,0.0,3.0,1,702,26,135219.57,59747.63,267,0.0149812734082397,3.0,4.0,26.0,192.6204700854701,0,2
8,1,1,0,2,1,0.0,0.0,3,430,38,153058.64,99377.27,393,0.020356234096692113,0.0,2.0,38.0,355.95032558139536,0,2
10,2,1,0,2,0,0.0,0.0,1,628,40,0.0,103832.58,401,0.02493765586034913,0.0,1.0,20.0,0.0,1,3
2,1,0,1,2,1,0.0,2.0,3,564,33,115761.51,112350.21,792,0.0025252525252525255,2.0,2.0,33.0,205.25090425531914,0,2
8,2,1,0,2,0,8.0,2.0,1,675,35,0.0,29062.25,329,0.0243161094224924,1.0,1.0,17.5,0.0,1,3
9,2,1,1,2,0,0.0,2.0,1,684,34,100628.0,190263.78,451,0.019955654101995565,1.0,1.0,17.0,147.1169590643275,0,1
1,2,0,0,1,1,0.0,3.0,2,650,31,160566.11,27073.81,404,0.0024752475247524753,1.5,0.5,15.5,247.0247846153846,0,1
4,2,1,0,5,0,0.0,3.0,2,442,34,0.0,68343.08,529,0.007561436672967864,1.5,2.5,17.0,0.0,1,3
5,1,0,1,4,0,0.0,1.0,2,784,38,136712.91,169920.92,707,0.007072135785007072,1.0,4.0,38.0,174.3787117346939,0,2
8,2,1,1,2,1,0.0,2.0,2,677,72,0.0,153604.44,341,0.02346041055718475,1.0,1.0,36.0,0.0,1,3
10,1,1,1,4,1,0.0,3.0,3,527,41,136733.24,57589.29,661,0.015128593040847202,3.0,4.0,41.0,259.4558633776091,0,2
2,2,0,1,1,0,0.0,0.0,3,652,27,166527.88,146007.7,917,0.0021810250817884407,0.0,0.5,13.5,255.41085889570553,0,1
4,1,1,1,3,0,0.0,2.0,2,521,27,121325.84,164223.7,575,0.006956521739130435,2.0,3.0,27.0,232.87109404990403,0,2
5,1,0,0,3,0,0.0,3.0,3,761,62,98854.34,86920.97,327,0.01529051987767584,3.0,3.0,62.0,129.9005781865966,0,2
3,1,1,0,1,0,0.0,2.0,3,634,27,107027.52,173425.68,610,0.004918032786885246,2.0,1.0,27.0,168.81312302839117,0,2
4,1,1,1,1,0,0.0,2.0,3,579,49,169377.31,123535.05,650,0.006153846153846154,2.0,1.0,49.0,292.53421416234886,0,2
8,1,1,1,2,0,0.0,2.0,1,699,34,0.0,76510.46,403,0.019851116625310174,2.0,2.0,34.0,0.0,1,3
5,1,1,1,4,0,0.0,1.0,2,562,75,87140.85,39351.64,389,0.012853470437017995,1.0,4.0,75.0,155.05489323843418,0,2
4,2,1,0,2,0,0.0,2.0,2,595,31,0.0,189995.86,511,0.007827788649706457,1.0,1.0,15.5,0.0,1,3
2,1,1,0,4,1,0.0,0.0,2,546,52,0.0,137332.37,325,0.006153846153846154,0.0,4.0,52.0,0.0,1,3
2,2,1,1,5,0,0.0,0.0,2,521,37,0.0,86372.24,942,0.0021231422505307855,0.0,2.5,18.5,0.0,1,3
9,1,1,1,4,0,0.0,1.0,2,694,60,0.0,57088.97,647,0.013910355486862442,1.0,4.0,60.0,0.0,1,3
2,2,1,0,3,0,0.0,2.0,3,689,33,161814.64,169381.9,292,0.00684931506849315,1.0,1.5,16.5,234.85433962264153,0,1
7,1,0,0,5,0,0.0,3.0,2,715,28,160376.61,196853.11,987,0.0070921985815602835,3.0,5.0,28.0,224.30295104895103,0,2
10,1,0,1,3,1,0.0,0.0,2,487,53,89550.85,90076.85,575,0.017391304347826087,0.0,3.0,53.0,183.88264887063656,0,2
8,2,1,1,1,1,0.0,1.0,2,548,28,116755.5,158585.17,519,0.015414258188824663,0.5,0.5,14.0,213.0574817518248,0,1
0,2,1,1,2,1,0.0,3.0,2,715,38,0.0,332.81,493,0.0,1.5,1.0,19.0,0.0,1,3
3,2,1,0,2,0,0.0,1.0,1,468,28,0.0,170661.02,306,0.00980392156862745,0.5,1.0,14.0,0.0,1,3
7,2,1,1,3,1,0.0,3.0,3,614,31,120599.38,46163.44,906,0.00772626931567329,1.5,1.5,15.5,196.41592833876223,0,1
8,1,0,0,4,0,0.0,1.0,2,696,44,161889.79,75562.47,786,0.010178117048346057,1.0,4.0,44.0,232.60027298850576,0,2
3,1,1,0,1,0,0.0,2.0,2,604,33,0.0,42171.13,756,0.003968253968253968,2.0,1.0,33.0,0.0,1,3
2,2,1,0,2,1,0.0,3.0,2,585,35,0.0,98621.04,622,0.003215434083601286,1.5,1.0,17.5,0.0,1,3
10,1,1,1,3,1,0.0,3.0,2,619,40,0.0,147093.84,298,0.03355704697986577,3.0,3.0,40.0,0.0,1,3
6,2,0,1,4,0,0.0,3.0,1,582,33,0.0,72970.93,475,0.01263157894736842,1.5,2.0,16.5,0.0,1,3
6,1,1,0,4,0,0.0,2.0,2,703,44,98862.54,151516.7,407,0.014742014742014743,2.0,4.0,44.0,140.62950213371266,0,2
1,1,1,1,5,0,0.0,3.0,2,673,30,64097.75,77783.35,936,0.0010683760683760685,3.0,5.0,30.0,95.24182763744427,0,2
0,1,1,0,4,1,0.0,3.0,1,845,52,0.0,31726.76,408,0.0,3.0,4.0,52.0,0.0,1,3
7,2,1,0,5,0,0.0,2.0,2,561,28,0.0,7797.01,933,0.007502679528403001,1.0,2.5,14.0,0.0,1,3
5,1,0,1,3,0,0.0,1.0,2,680,23,140007.19,31714.08,808,0.006188118811881188,1.0,3.0,23.0,205.89292647058824,0,2
5,2,1,1,1,1,0.0,1.0,3,757,43,131433.33,3497.43,468,0.010683760683760684,0.5,0.5,21.5,173.6239498018494,0,1
10,4,1,1,1,1,0.0,1.0,2,797,55,0.0,49418.87,248,0.04032258064516129,0.25,0.25,13.75,0.0,1,3
2,1,1,1,5,1,0.0,0.0,2,681,29,148143.84,52021.39,394,0.005076142131979695,0.0,5.0,29.0,217.53867841409692,0,2
3,1,0,0,5,0,0.0,0.0,1,793,25,100913.57,10579.72,793,0.0037831021437578815,0.0,5.0,25.0,127.25544766708703,0,2
5,2,1,1,2,1,0.0,2.0,1,733,38,0.0,1271.51,770,0.006493506493506494,1.0,1.0,19.0,0.0,1,3
1,2,1,1,5,0,0.0,1.0,1,643,43,0.0,145764.4,307,0.003257328990228013,0.5,2.5,21.5,0.0,1,3
10,1,1,0,5,1,0.0,0.0,1,671,34,0.0,23235.38,991,0.010090817356205853,0.0,5.0,34.0,0.0,1,3
9,1,1,1,2,0,0.0,1.0,2,719,32,146605.27,77119.45,603,0.014925373134328358,1.0,2.0,32.0,203.90162726008344,0,2
1,1,1,0,1,1,0.0,1.0,2,531,37,0.0,4606.97,427,0.00234192037470726,1.0,1.0,37.0,0.0,1,3
9,1,1,1,2,1,0.0,3.0,1,783,59,126224.87,4423.63,841,0.01070154577883472,3.0,2.0,59.0,161.20673052362707,0,2
3,2,1,0,1,0,0.0,2.0,2,523,39,0.0,6726.53,907,0.0033076074972436605,1.0,0.5,19.5,0.0,1,3
4,2,1,1,5,1,0.0,2.0,1,689,31,0.0,136610.02,840,0.004761904761904762,1.0,2.5,15.5,0.0,1,3
9,1,1,0,2,0,0.0,1.0,3,805,50,130023.38,62989.82,246,0.036585365853658534,1.0,2.0,50.0,161.51972670807453,0,2
3,1,1,1,1,0,0.0,2.0,2,624,80,0.0,65801.44,387,0.007751937984496124,2.0,1.0,80.0,0.0,1,3
2,1,0,1,2,1,0.0,0.0,1,638,55,155828.22,108987.25,381,0.005249343832020997,0.0,2.0,55.0,244.2448589341693,0,2
